generics,product_name,dosage_form,strength,company,unit_price,strip_price,pack_size,pack_type
doxycycline-hydrochloride,Ipadox,Capsule,100 mg,Incepta Pharmaceuticals Ltd.,2.15,215.0,10 x 10 pcs,strip
doxycycline-hydrochloride,Mardox,Capsule,100 mg,Marksman Pharmaceuticals Ltd.,2.0,200.0,100's,pack
doxycycline-hydrochloride,Megadox,Capsule,100 mg,Beximco Pharmaceuticals Ltd.,2.16,216.0,10 x 10 pcs,strip
doxycycline-hydrochloride,Nadox,Tablet,100 mg,National Drug Co. Ltd.,2.5,250.0,10 x 10 pcs,strip
doxycycline-hydrochloride,Neodox,Capsule,100 mg,Pristine Pharmaceuticals Ltd,2.38,238.0,10 x 10 pcs,strip
doxycycline-hydrochloride,Oriodox,Capsule,100 mg,Orion Pharma Ltd.,2.12,212.0,10 x 10 pcs,strip
doxycycline-hydrochloride,Tydox,Capsule,100 mg,Somatec Pharmaceuticals Ltd.,2.01,201.0,10 x 10 pcs,strip
doxycycline-hydrochloride,Unidox,Capsule,100 mg,Globe Pharmaceuticals Ltd.,2.5,250.0,10 x 10 pcs,strip
doxycycline-hydrochloride,Vidox,Capsule,100 mg,Jayson Pharmaceutical Ltd.,2.0,100.0,5 x 10 pcs,strip
doxycycline-hydrochloride,Vitrocin,Capsule,100 mg,Nipa Pharmaceuticals Ltd.,2.0,200.0,100's,pack
fosfomycin-trometamol,Euticin,Oral Powder,3 gm/sachet,Incepta Pharmaceuticals Ltd.,350.0,,3 gm,sachet
fosfomycin-trometamol,Fosamin,Oral Powder,3 gm/sachet,Beximco Pharmaceuticals Ltd.,350.0,,3 gm,sachet
fosfomycin-trometamol,Fosfocin,Oral Powder,3 gm/sachet,ACI Limited,350.0,,3 gm,sachet
fosfomycin-trometamol,Fosfogen,Oral Powder,3 gm/sachet,Healthcare Pharmaceuticals Ltd.,350.0,,3 gm,sachet
fosfomycin-trometamol,Fosfomax,Oral Powder,3 gm/sachet,Square Pharmaceuticals PLC,350.0,,3 gm,sachet
fosfomycin-trometamol,Monofocin,Oral Powder,3 gm/sachet,Opsonin Pharma Ltd.,350.0,,3 gm,sachet
fosfomycin-trometamol,Monuril,Oral Powder,3 gm/sachet,UniMed UniHealth Pharmaceuticals Ltd.,350.0,,3 gm,sachet
fosfomycin-trometamol,Novefos,Oral Powder,3 gm/sachet,Nuvista Pharma Ltd.,350.0,,3 gm,sachet
fosfomycin-trometamol,Utifos,Oral Powder,3 gm/sachet,Radiant Pharmaceuticals Ltd.,350.0,,3 gm,sachet
rifampicin,Rifcin,Syrup,100 mg/5 ml,Pharmadesh Laboratories Ltd.,80.0,,60 ml,bottle
rifampicin,Rifcin,Capsule,150 mg,Pharmadesh Laboratories Ltd.,11.03,441.2,40's,pack
rifampicin,Rimactane,Tablet,450 mg,SANDOZ (A Novartis Division),10.86,542.75,5 x 10 pcs,strip
clindamycin-vaginal-cream,Cleocin,Vaginal Cream,2%,Healthcare Pharmaceuticals Ltd.,73.0,,20 gm,tube
clindamycin-vaginal-cream,Clindacin,Vaginal Cream,2%,Incepta Pharmaceuticals Ltd.,70.0,,20 gm,tube
clindamycin-vaginal-cream,Clindax,Vaginal Cream,2%,Opsonin Pharma Ltd.,70.26,,20 gm,tube
sodium-fusidate-oral,Facid,Tablet,250 mg,Eskayef Pharmaceuticals Ltd.,65.0,650.0,1 x 10 pcs,strip
sodium-fusidate-oral,Fucimax,Tablet,250 mg,Incepta Pharmaceuticals Ltd.,65.0,650.0,1 x 10 pcs,strip
tetracycline-hydrochloride,A-Tetra,Capsule,500 mg,ACME Laboratories Ltd.,3.39,339.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Bptetra,Capsule,250 mg,Bristol Pharmaceuticals Ltd.,1.0,100.0,100's,pack
tetracycline-hydrochloride,Indotetra,Capsule,500 mg,Indo Bangla Pharmaceutical,1.5,150.0,100's,pack
tetracycline-hydrochloride,Indotetra,Capsule,250 mg,Indo Bangla Pharmaceutical,0.8,80.0,100's,pack
tetracycline-hydrochloride,Jmycin,Capsule,250 mg,Jayson Pharmaceutical Ltd.,1.31,131.0,10 x 10 pcs,strip
tetracycline-hydrochloride,P-Tetracycline,Capsule,250 mg,Pristine Pharmaceuticals Ltd,1.3,130.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Randamycin,Capsule,250 mg,Desh Pharmaceuticals Ltd.,1.0,100.0,10 x 10 pcs,strip
tetracycline-hydrochloride,TC,Capsule,250 mg,Aztec Pharmaceuticals Ltd.,1.0,100.0,100's,pack
tetracycline-hydrochloride,Tetclin,Capsule,250 mg,Pacific Pharmaceuticals Ltd.,1.0,100.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Tetracillin,Capsule,250 mg,Seema Pharmaceuticals Ltd.,1.26,126.0,100's,pack
tetracycline-hydrochloride,Tetracycline,Capsule,500 mg,Reliance Pharmaceuticals Ltd.,2.29,228.76,100's,pack
tetracycline-hydrochloride,Tetracycline,Capsule,250 mg,Pharmadesh Laboratories Ltd.,1.32,132.0,100's,pack
tetracycline-hydrochloride,Tetracycline H,Capsule,250 mg,Hudson Pharmaceuticals Ltd.,1.0,100.0,100's,pack
tetracycline-hydrochloride,Tetrafast,Capsule,250 mg,Incepta Pharmaceuticals Ltd.,1.0,100.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Tetram,Capsule,250 mg,Ambee Pharmaceuticals Ltd.,1.33,133.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Tetramet,Capsule,250 mg,Medimet Pharmaceuticals Ltd.,1.37,137.0,100's,pack
tetracycline-hydrochloride,Tetramin,Capsule,250 mg,Aexim Pharmaceuticals Ltd.,1.0,100.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Tetramycin,Capsule,250 mg,Asiatic Laboratories Ltd.,1.3,130.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Tetrasina,Capsule,500 mg,Ibn Sina Pharmaceuticals Ltd.,3.3,165.0,5 x 10 pcs,strip
tetracycline-hydrochloride,Tetrasina,Capsule,250 mg,Ibn Sina Pharmaceuticals Ltd.,1.75,175.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Tetrax,Capsule,500 mg,Square Pharmaceuticals PLC,3.39,339.0,10 x 10 pcs,strip
tetracycline-hydrochloride,Titacin,Capsule,500 mg,Supreme Pharmaceutical Ltd.,2.0,200.0,100's,pack
tetracycline-hydrochloride,Titacin,Capsule,250 mg,Supreme Pharmaceutical Ltd.,1.3,130.0,100's,pack
ceftibuten-dihydrate,Butibac,Capsule,400 mg,Drug International Ltd.,120.0,840.0,1 x 7 pcs,strip
ceftibuten-dihydrate,Butibac,Powder for Suspension,90 mg/5 ml,Drug International Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Buticef,Capsule,400 mg,Ibn Sina Pharmaceuticals Ltd.,120.0,1200.0,1 x 10 pcs,strip
ceftibuten-dihydrate,Buticef,Powder for Suspension,90 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Cebumax,Powder for Suspension,90 mg/5 ml,General Pharmaceuticals Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Cebumax,Capsule,400 mg,General Pharmaceuticals Ltd.,120.0,960.0,2 x 4 pcs,strip
ceftibuten-dihydrate,Cebuten,Capsule,400 mg,Renata PLC,120.0,1680.0,2 x 7 pcs,strip
ceftibuten-dihydrate,Cefamax,Capsule,200 mg,Incepta Pharmaceuticals Ltd.,70.0,840.0,2 x 6 pcs,strip
ceftibuten-dihydrate,Cefamax,Powder for Suspension,90 mg/5 ml,Incepta Pharmaceuticals Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Cefamax,Capsule,400 mg,Incepta Pharmaceuticals Ltd.,120.0,960.0,2 x 4 pcs,strip
ceftibuten-dihydrate,Cefamax DS,Powder for Suspension,180 mg/5 ml,Incepta Pharmaceuticals Ltd.,800.0,,60 ml,bottle
ceftibuten-dihydrate,Cefaten,Capsule,400 mg,Eskayef Pharmaceuticals Ltd.,120.0,960.0,2 x 4 pcs,strip
ceftibuten-dihydrate,Cefaten,Powder for Suspension,90 mg/5 ml,Eskayef Pharmaceuticals Ltd.,465.0,,60 ml,bottle
ceftibuten-dihydrate,Cefaten,Powder for Suspension,90 mg/5 ml,Eskayef Pharmaceuticals Ltd.,775.0,,100 ml,bottle
ceftibuten-dihydrate,Cefteria,Powder for Suspension,90 mg/5 ml,ACI Limited,481.0,,60 ml,bottle
ceftibuten-dihydrate,Cefteria,Powder for Suspension,90 mg/5 ml,ACI Limited,802.0,,120 ml,bottle
ceftibuten-dihydrate,Cefteria,Capsule,400 mg,ACI Limited,140.0,1400.0,2 x 5 pcs,strip
ceftibuten-dihydrate,Ceftiben,Capsule,400 mg,Square Pharmaceuticals PLC,120.0,720.0,1 x 6 pcs,strip
ceftibuten-dihydrate,Ceftiben,Powder for Suspension,90 mg/5 ml,Square Pharmaceuticals PLC,480.0,,60 ml,bottle
ceftibuten-dihydrate,Ceftiten,Capsule,400 mg,Asiatic Laboratories Ltd.,120.0,720.0,1 x 6 pcs,strip
ceftibuten-dihydrate,Ceftiten,Powder for Suspension,90 mg/5 ml,Asiatic Laboratories Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Ceftoril,Powder for Suspension,90 mg/5 ml,Beximco Pharmaceuticals Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Ceftoril,Capsule,400 mg,Beximco Pharmaceuticals Ltd.,120.0,960.0,2 x 4 pcs,strip
ceftibuten-dihydrate,Inbuten,Capsule,200 mg,"Radiant Pharmaceuticals Ltd.
(Mfg. by: Pharmacil Limited)",70.0,980.0,2 x 7 pcs,strip
ceftibuten-dihydrate,Inbuten,Powder for Suspension,90 mg/5 ml,"Radiant Pharmaceuticals Ltd.
(Mfg. by: Pharmacil Limited)",500.0,,60 ml,bottle
ceftibuten-dihydrate,Inbuten,Capsule,400 mg,"Radiant Pharmaceuticals Ltd.
(Mfg. by: Pharmacil Limited)",140.0,1400.0,2 x 5 pcs,strip
ceftibuten-dihydrate,Logibac,Capsule,400 mg,ACME Laboratories Ltd.,120.0,960.0,2 x 4 pcs,strip
ceftibuten-dihydrate,Logibac,Powder for Suspension,90 mg/5 ml,ACME Laboratories Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Maxbuten,Powder for Suspension,90 mg/5 ml,Synovia Pharma PLC.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Maxbuten,Capsule,400 mg,Synovia Pharma PLC.,120.0,960.0,2 x 4 pcs,strip
ceftibuten-dihydrate,Maxbuten DS,Powder for Suspension,180 mg/5 ml,Synovia Pharma PLC.,800.0,,60 ml,bottle
ceftibuten-dihydrate,Oditen,Capsule,400 mg,Opsonin Pharma Ltd.,120.0,840.0,1 x 7 pcs,strip
ceftibuten-dihydrate,Oditen,Capsule,200 mg,Opsonin Pharma Ltd.,70.0,980.0,2 x 7 pcs,strip
ceftibuten-dihydrate,Oditen,Powder for Suspension,90 mg/5 ml,Opsonin Pharma Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Oditen,Powder for Suspension,90 mg/5 ml,Opsonin Pharma Ltd.,800.0,,120 ml,bottle
ceftibuten-dihydrate,Orbuten,Capsule,400 mg,Aristopharma Ltd.,120.0,1200.0,1 x 10 pcs,strip
ceftibuten-dihydrate,Orbuten,Powder for Suspension,90 mg/5 ml,Aristopharma Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Roin,Powder for Suspension,90 mg/5 ml,Ziska Pharmaceuticals Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Roin,Capsule,400 mg,Ziska Pharmaceuticals Ltd.,120.0,1200.0,2 x 5 pcs,strip
ceftibuten-dihydrate,Tencef,Capsule,400 mg,Navana Pharmaceuticals Ltd.,120.0,840.0,1 x 7 pcs,strip
ceftibuten-dihydrate,Tibucef,Powder for Suspension,90 mg/5 ml,Globe Pharmaceuticals Ltd.,465.0,,60 ml,bottle
ceftibuten-dihydrate,Tibucef,Capsule,400 mg,Globe Pharmaceuticals Ltd.,120.0,720.0,1 x 6 pcs,strip
ceftibuten-dihydrate,Zoventa,Capsule,200 mg,Healthcare Pharmaceuticals Ltd.,70.0,840.0,2 x 6 pcs,strip
ceftibuten-dihydrate,Zoventa,Capsule,400 mg,Healthcare Pharmaceuticals Ltd.,120.0,720.0,1 x 6 pcs,strip
ceftibuten-dihydrate,Zoventa,Powder for Suspension,90 mg/5 ml,Healthcare Pharmaceuticals Ltd.,480.0,,60 ml,bottle
ceftibuten-dihydrate,Zoventa DS,Powder for Suspension,180 mg/5 ml,Healthcare Pharmaceuticals Ltd.,800.0,,60 ml,bottle
bacillus-subtilis-hu58,Goodbac-L,Syrup,2 Billion CFU/5 ml,Aristopharma Ltd.,200.0,,70 ml,bottle
tedizolid-phosphate,Celutis,Tablet,200 mg,General Pharmaceuticals Ltd.,450.0,2700.0,2 x 3 pcs,strip
tedizolid-phosphate,Nexolid,Tablet,200 mg,Renata PLC,300.0,1800.0,1 x 6 pcs,strip
tedizolid-phosphate,Tedibac,Tablet,200 mg,Jenphar Bangladesh Ltd.,500.0,3000.0,1 x 6 pcs,strip
tedizolid-phosphate,Tezo,Tablet,200 mg,Square Pharmaceuticals PLC,300.0,1800.0,1 x 6 pcs,strip
tedizolid-phosphate,Tezolid,Tablet,200 mg,Incepta Pharmaceuticals Ltd.,300.0,1800.0,2 x 3 pcs,strip
tedizolid-phosphate,Tezolid,IV Infusion,200 mg/vial,Incepta Pharmaceuticals Ltd.,800.0,,200 mg,vial
tedizolid-phosphate,Tezolin,Tablet,200 mg,Beximco Pharmaceuticals Ltd.,500.0,3000.0,3 x 2 pcs,strip
azithromycin-dihydrate,Abacten,Tablet,500 mg,Arges Life Science Limited,35.0,210.0,2 x 3 pcs,strip
azithromycin-dihydrate,Abacten,Powder for Suspension,200 mg/5 ml,Arges Life Science Limited,130.0,,30 ml,bottle
azithromycin-dihydrate,Accuzith,Tablet,500 mg,DBL Pharmaceuticals Ltd.,55.0,330.0,2 x 3 pcs,strip
azithromycin-dihydrate,Accuzith,Powder for Suspension,200 mg/5 ml,DBL Pharmaceuticals Ltd.,170.0,,35 ml,bottle
azithromycin-dihydrate,Accuzith,Powder for Suspension,200 mg/5 ml,DBL Pharmaceuticals Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Acos,Tablet,500 mg,Radiant Pharmaceuticals Ltd.,55.17,331.0,2 x 3 pcs,strip
azithromycin-dihydrate,Acos,Powder for Suspension,200 mg/5 ml,Radiant Pharmaceuticals Ltd.,190.0,,30 ml,bottle
azithromycin-dihydrate,Acos,Tablet,250 mg,Radiant Pharmaceuticals Ltd.,30.0,180.0,1 x 6 pcs,strip
azithromycin-dihydrate,Adiz,Tablet,500 mg,Euro Pharma Ltd.,45.0,540.0,3 x 4 pcs,strip
azithromycin-dihydrate,Adiz,Powder for Suspension,200 mg/5 ml,Euro Pharma Ltd.,95.0,,15 ml,bottle
azithromycin-dihydrate,Adiz,Powder for Suspension,200 mg/5 ml,Euro Pharma Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,Adiz,Powder for Suspension,200 mg/5 ml,Euro Pharma Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Adiz,Capsule,250 mg,Euro Pharma Ltd.,25.0,450.0,3 x 6 pcs,strip
azithromycin-dihydrate,AM,Tablet,500 mg,Reliance Pharmaceuticals Ltd.,30.0,300.0,10's,pack
azithromycin-dihydrate,AM,Powder for Suspension,200 mg/5 ml,Reliance Pharmaceuticals Ltd.,130.0,,30 ml,bottle
azithromycin-dihydrate,Amzith,Capsule,250 mg,Amulet Pharmaceuticals Ltd.,20.06,120.36,6's,pack
azithromycin-dihydrate,Amzith,Tablet,500 mg,Amulet Pharmaceuticals Ltd.,35.11,421.32,12's,pack
azithromycin-dihydrate,Amzith,Powder for Suspension,200 mg/5 ml,Amulet Pharmaceuticals Ltd.,130.0,,30 ml,bottle
azithromycin-dihydrate,Apozyth,Tablet,500 mg,Apollo Pharmaceutical Ltd.,30.0,360.0,12's,pack
azithromycin-dihydrate,Apozyth,Powder for Suspension,200 mg/5 ml,Apollo Pharmaceutical Ltd.,130.0,,30 ml,bottle
azithromycin-dihydrate,Arizith,Tablet,500 mg,Centeon Pharma Ltd.,45.0,540.0,2 x 6 pcs,strip
azithromycin-dihydrate,Asizime,IV Infusion,1 gm/vial,Asiatic Laboratories Ltd.,240.0,,1 gm,vial
azithromycin-dihydrate,Asizime,IV Infusion,250 mg/vial,Asiatic Laboratories Ltd.,85.0,,250 mg,vial
azithromycin-dihydrate,Asizime,IV Infusion,500 mg/vial,Asiatic Laboratories Ltd.,130.0,,500 mg,vial
azithromycin-dihydrate,Asizith,Tablet,250 mg,Asiatic Laboratories Ltd.,23.0,184.0,2 x 4 pcs,strip
azithromycin-dihydrate,Asizith,Tablet,500 mg,Asiatic Laboratories Ltd.,35.0,420.0,3 x 4 pcs,strip
azithromycin-dihydrate,Asizith,Powder for Suspension,200 mg/5 ml,Asiatic Laboratories Ltd.,95.0,,15 ml,bottle
azithromycin-dihydrate,Asizith,Powder for Suspension,200 mg/5 ml,Asiatic Laboratories Ltd.,140.0,,30 ml,bottle
azithromycin-dihydrate,Avalon,Powder for Suspension,200 mg/5 ml,Techno Drugs Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,Avalon,Powder for Suspension,200 mg/5 ml,Techno Drugs Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Avalon,Tablet,500 mg,Techno Drugs Ltd.,35.0,420.0,2 x 6 pcs,strip
azithromycin-dihydrate,AZ,Powder for Suspension,200 mg/5 ml,Aristopharma Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,AZ,Powder for Suspension,200 mg/5 ml,Aristopharma Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,AZ,Powder for Suspension,200 mg/5 ml,Aristopharma Ltd.,100.0,,20 ml,bottle
azithromycin-dihydrate,AZ,Tablet,250 mg,Aristopharma Ltd.,30.0,300.0,1 x 10 pcs,strip
azithromycin-dihydrate,AZ,Tablet,500 mg,Aristopharma Ltd.,55.0,660.0,4 x 3 pcs,strip
azithromycin-dihydrate,Azalid,Capsule,250 mg,Orion Pharma Ltd.,25.0,200.0,2 x 4 pcs,strip
azithromycin-dihydrate,Azalid,Tablet,500 mg,Orion Pharma Ltd.,45.0,540.0,3 x 4 pcs,strip
azithromycin-dihydrate,Azalid,Powder for Suspension,200 mg/5 ml,Orion Pharma Ltd.,85.58,,15 ml,bottle
azithromycin-dihydrate,Azalid,Powder for Suspension,200 mg/5 ml,Orion Pharma Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,Azalid,Powder for Suspension,200 mg/5 ml,Orion Pharma Ltd.,185.0,,50 ml,bottle
azithromycin-dihydrate,Azaltic,Tablet,500 mg,NIPRO JMI Pharma Ltd.,35.0,420.0,4 x 3 pcs,strip
azithromycin-dihydrate,Azaltic,Powder for Suspension,200 mg/5 ml,NIPRO JMI Pharma Ltd.,95.0,,15 ml,bottle
azithromycin-dihydrate,Azaltic,Powder for Suspension,200 mg/5 ml,NIPRO JMI Pharma Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,Azasite,Tablet,500 mg,Sharif Pharmaceuticals Ltd.,35.11,421.32,3 x 4 pcs,strip
azithromycin-dihydrate,Azasite,Powder for Suspension,200 mg/5 ml,Sharif Pharmaceuticals Ltd.,100.0,,20 ml,bottle
azithromycin-dihydrate,Azasite,Powder for Suspension,200 mg/5 ml,Sharif Pharmaceuticals Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,Azasite,Powder for Suspension,200 mg/5 ml,Sharif Pharmaceuticals Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Azebac,Tablet,500 mg,S.N. Pharmaceutical Ltd.,30.0,360.0,12's,pack
azithromycin-dihydrate,Azee,Powder for Suspension,200 mg/5 ml,Guardian Healthcare Ltd.,85.0,,15 ml,bottle
azithromycin-dihydrate,Azee,Powder for Suspension,200 mg/5 ml,Guardian Healthcare Ltd.,135.0,,35 ml,bottle
azithromycin-dihydrate,Azee,Tablet,500 mg,Guardian Healthcare Ltd.,30.1,361.2,12's,pack
azithromycin-dihydrate,Azexia,Tablet,500 mg,Pharmasia Limited,34.0,680.0,2 x 10 pcs,strip
azithromycin-dihydrate,Azexia,Powder for Suspension,200 mg/5 ml,Pharmasia Limited,95.0,,20 ml,bottle
azithromycin-dihydrate,Azexia,Powder for Suspension,200 mg/5 ml,Pharmasia Limited,140.0,,35 ml,bottle
azithromycin-dihydrate,Azexia,Powder for Suspension,200 mg/5 ml,Pharmasia Limited,185.7,,50 ml,bottle
azithromycin-dihydrate,Azi S,Tablet,500 mg,Seema Pharmaceuticals Ltd.,30.0,180.0,6's,pack
azithromycin-dihydrate,Azi S,Powder for Suspension,200 mg/5 ml,Seema Pharmaceuticals Ltd.,100.0,,15 ml,bottle
azithromycin-dihydrate,Azibact,Tablet,500 mg,Goodman Pharmaceuticals Ltd.,35.0,420.0,4 x 3 pcs,strip
azithromycin-dihydrate,Azibact,Powder for Suspension,200 mg/5 ml,Goodman Pharmaceuticals Ltd.,130.0,,35 ml,bottle
azithromycin-dihydrate,Azicin,Capsule,250 mg,Opsonin Pharma Ltd.,25.0,150.0,1 x 6 pcs,strip
azithromycin-dihydrate,Azicin,Tablet,250 mg,Opsonin Pharma Ltd.,25.0,175.0,1 x 7 pcs,strip
azithromycin-dihydrate,Azicin,Tablet,500 mg,Opsonin Pharma Ltd.,45.0,630.0,2 x 7 pcs,strip
azithromycin-dihydrate,Azicin,Powder for Suspension,1 gm/Sachet,Opsonin Pharma Ltd.,80.0,400.0,1 x 5 pcs,sachet
azithromycin-dihydrate,Azicin,Powder for Suspension,200 mg/5 ml,Opsonin Pharma Ltd.,100.0,,20 ml,bottle
azithromycin-dihydrate,Azicin,Powder for Suspension,200 mg/5 ml,Opsonin Pharma Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,Azicin,Powder for Suspension,200 mg/5 ml,Opsonin Pharma Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Aziday,Tablet,500 mg,SMC Enterprise Ltd,30.0,480.0,4 x 4 pcs,strip
azithromycin-dihydrate,Aziday,Powder for Suspension,200 mg/5 ml,SMC Enterprise Ltd,90.0,,20 ml,bottle
azithromycin-dihydrate,Aziday,Powder for Suspension,200 mg/5 ml,SMC Enterprise Ltd,135.0,,35 ml,bottle
azithromycin-dihydrate,Aziget,Powder for Suspension,200 mg/5 ml,Get Well Limited,85.0,,15 ml,bottle
azithromycin-dihydrate,Aziget,Powder for Suspension,200 mg/5 ml,Get Well Limited,140.0,,35 ml,bottle
azithromycin-dihydrate,Aziget,Powder for Suspension,200 mg/5 ml,Get Well Limited,185.0,,50 ml,bottle
azithromycin-dihydrate,Aziget,Tablet,500 mg,Get Well Limited,34.0,,,
azithromycin-dihydrate,Azikil,Powder for Suspension,200 mg/5 ml,One Pharma Ltd.,100.0,,20 ml,bottle
azithromycin-dihydrate,Azikil,Powder for Suspension,200 mg/5 ml,One Pharma Ltd.,150.0,,35 ml,bottle
azithromycin-dihydrate,Azikil,Powder for Suspension,200 mg/5 ml,One Pharma Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Azikil,Tablet,500 mg,One Pharma Ltd.,45.0,540.0,3 x 4 pcs,strip
azithromycin-dihydrate,Azilab,Tablet,500 mg,Labaid Pharma Ltd.,55.0,495.0,3 x 3 pcs,strip
azithromycin-dihydrate,Azilab,Powder for Suspension,200 mg/5 ml,Labaid Pharma Ltd.,115.0,,15 ml,bottle
azithromycin-dihydrate,Azilab,Powder for Suspension,200 mg/5 ml,Labaid Pharma Ltd.,170.0,,35 ml,bottle
azithromycin-dihydrate,Azilab,Powder for Suspension,200 mg/5 ml,Labaid Pharma Ltd.,216.0,,50 ml,bottle
azithromycin-dihydrate,Azilit,Tablet,500 mg,Desh Pharmaceuticals Ltd.,35.0,420.0,2 x 6 pcs,strip
azithromycin-dihydrate,Azilit,Powder for Suspension,200 mg/5 ml,Desh Pharmaceuticals Ltd.,85.0,,15 ml,bottle
azithromycin-dihydrate,Azilit,Powder for Suspension,200 mg/5 ml,Desh Pharmaceuticals Ltd.,150.0,,30 ml,bottle
azithromycin-dihydrate,Azimete,Tablet,500 mg,Medimet Pharmaceuticals Ltd.,30.0,120.0,4's,pack
azithromycin-dihydrate,Azimete,Powder for Suspension,200 mg/5 ml,Medimet Pharmaceuticals Ltd.,85.0,,15 ml,bottle
azithromycin-dihydrate,Azimete,Powder for Suspension,200 mg/5 ml,Medimet Pharmaceuticals Ltd.,130.0,,30 ml,bottle
azithromycin-dihydrate,Azimex,Tablet,250 mg,Drug International Ltd.,25.1,251.0,2 x 5 pcs,strip
azithromycin-dihydrate,Azimex,Tablet,500 mg,Drug International Ltd.,35.15,351.5,2 x 5 pcs,strip
azithromycin-dihydrate,Azimex,Powder for Suspension,200 mg/5 ml,Drug International Ltd.,95.0,,15 ml,bottle
azithromycin-dihydrate,Azimex,Powder for Suspension,200 mg/5 ml,Drug International Ltd.,140.0,,30 ml,bottle
azithromycin-dihydrate,Azimex,Powder for Suspension,200 mg/5 ml,Drug International Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Azimon,Tablet,500 mg,Monicopharma Ltd.,35.0,280.0,8's,pack
azithromycin-dihydrate,Azimon,Powder for Suspension,200 mg/5 ml,Monicopharma Ltd.,90.0,,15 ml,bottle
azithromycin-dihydrate,Azimon,Powder for Suspension,200 mg/5 ml,Monicopharma Ltd.,130.0,,30 ml,bottle
azithromycin-dihydrate,Azin,Tablet,500 mg,ACME Laboratories Ltd.,55.0,660.0,2 x 6 pcs,strip
azithromycin-dihydrate,Azin,Capsule,250 mg,ACME Laboratories Ltd.,25.08,150.48,2 x 3 pcs,strip
azithromycin-dihydrate,Azin,Powder for Suspension,200 mg/5 ml,ACME Laboratories Ltd.,95.29,,15 ml,bottle
azithromycin-dihydrate,Azin,Powder for Suspension,200 mg/5 ml,ACME Laboratories Ltd.,185.0,,30 ml,bottle
azithromycin-dihydrate,Azin,Powder for Suspension,200 mg/5 ml,ACME Laboratories Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Azinaaf,Tablet,500 mg,Naafco Pharma Ltd.,55.0,660.0,4 x 3 pcs,strip
azithromycin-dihydrate,Azinaaf,Powder for Suspension,200 mg/5 ml,Naafco Pharma Ltd.,90.0,,20 ml,bottle
azithromycin-dihydrate,Azinaaf,Powder for Suspension,200 mg/5 ml,Naafco Pharma Ltd.,170.0,,35 ml,bottle
azithromycin-dihydrate,Azinaaf,Powder for Suspension,200 mg/5 ml,Naafco Pharma Ltd.,190.0,,50 ml,bottle
azithromycin-dihydrate,Azinil,Tablet,250 mg,Apex Pharmaceuticals Ltd.,25.0,300.0,3 x 4 pcs,strip
azithromycin-dihydrate,Azinil,Tablet,500 mg,Apex Pharmaceuticals Ltd.,40.0,480.0,3 x 4 pcs,strip
azithromycin-dihydrate,Azinil,Powder for Suspension,200 mg/5 ml,Apex Pharmaceuticals Ltd.,90.0,,20 ml,bottle
azithromycin-dihydrate,Azinil,Powder for Suspension,200 mg/5 ml,Apex Pharmaceuticals Ltd.,140.0,,35 ml,bottle
azithromycin-dihydrate,Azinil,Powder for Suspension,200 mg/5 ml,Apex Pharmaceuticals Ltd.,200.0,,50 ml,bottle
azithromycin-dihydrate,Azirex,Tablet,500 mg,Belsen Pharmaceuticals Ltd.,30.0,180.0,2 x 3 pcs,strip
